FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,VI
A.J. Price,Cle,PG,28,11,7.9,16.4,21,0.076,6,0.667,23,0.391,11,0,0.3,2,1.4,9.9,1.2,22.1,0.27,0,7.6
A.J. Price,Ind,PG,28,10,19.3,40.2,25.4,0.094,18,0.667,50,0.48,39,0.385,0.542,10.5,1.4,4,2.7,25.3,0.4,0,7.1
A.J. Price,Pho,PG,28,5,8.8,18.2,15.3,0.067,0,0,7,0.429,7,0,0.214,1.2,0.6,3.8,1.2,18.8,0,0,4.3
Aaron Brooks,Chi,PG,30,82,23,47.9,25.4,0.149,174,0.833,504,0.442,313,0.387,0.534,11.6,2,4.8,3.2,24.2,0.66,0.18,7.3
Aaron Gordon,Orl,PF,19,47,17,35.3,15.8,0.139,61,0.721,160,0.5,48,0.271,0.517,5.2,3.6,12,0.7,6.3,0.45,0.47,5.5
Adreian Payne,Atl,PF,23,3,6.4,13.3,19,0,2,0.5,6,0.333,1,0,0.317,1.7,1.3,11.9,0,0,0.33,0,0
Adreian Payne,Min,PF,23,29,24.8,51.8,17.1,0.159,44,0.659,205,0.429,8,0.125,0.448,7.2,5.4,12.5,1,6.6,0.62,0.31,5.5
Al Horford,Atl,C,28,76,30.5,63.5,22.6,0.089,141,0.759,929,0.547,36,0.306,0.563,15.2,7.2,13.4,3.2,18.6,0.89,1.28,9.2
Al Jefferson,Cha,C,30,65,30.6,63.8,26.7,0.059,165,0.655,1005,0.482,5,0.4,0.5,16.6,8.4,15.2,1.7,11.6,0.72,1.29,8.1
Alan Anderson,Bro,SG,32,74,23.6,49.1,14.4,0.11,101,0.812,229,0.528,210,0.348,0.562,7.3,2.8,6.6,1.1,7.3,0.76,0.07,4.8
Alec Burks,Uta,SG,23,27,33.3,69.4,21.2,0.127,129,0.822,232,0.409,68,0.382,0.524,13.9,4.2,7.3,3,15.2,0.63,0.19,6.7
Alex Len,Pho,C,21,69,22,45.8,13.9,0.157,104,0.702,350,0.509,3,0.333,0.542,6.3,6.6,16.4,0.5,3.1,0.49,1.52,5
Alexey Shved,Hou,SG,26,9,6.6,13.7,25.2,0.148,11,0.818,12,0.333,12,0.333,0.503,3.2,0.4,3.7,0.3,8.1,0.11,0,4.4
Alexey Shved,Phi,SG,26,17,16.8,34.9,26.9,0.104,57,0.842,73,0.479,57,0.298,0.545,9.9,1.3,4.2,2.7,31.3,0.82,0.06,7.8
Alexey Shved,Nyk,SG,26,16,26.4,55.1,26.7,0.103,82,0.78,111,0.423,70,0.371,0.544,14.8,4.6,10,3.6,24.3,0.94,0.31,9.5
Alexis Ajinca,Nor,C,26,68,14.1,29.3,21.5,0.156,99,0.818,329,0.55,0,0,0.595,6.5,4.6,18.7,0.7,8.2,0.31,0.75,7.8
Al-Farouq Aminu,Dal,SF,24,74,18.5,38.4,15.4,0.119,118,0.712,233,0.485,124,0.274,0.504,5.6,4.6,13.7,0.8,6.1,0.95,0.84,5.9
Allen Crabbe,Por,SG,22,51,13.4,27.9,11.6,0.086,16,0.75,68,0.485,85,0.353,0.525,3.3,1.4,5.7,0.8,8.1,0.37,0.29,4.6
Alonzo Gee,Den,SF,27,39,13.1,27.3,16.4,0.131,65,0.738,113,0.496,24,0.417,0.574,4.9,1.8,7.4,0.5,5.7,0.72,0.15,5
Alonzo Gee,Por,SF,27,15,10,20.9,18.7,0.128,12,0.5,38,0.474,11,0.273,0.47,3.4,1.6,8.5,0.4,6,0.47,0.07,5.2
Amar’e Stoudemire,Nyk,PF,32,36,24,50,23.2,0.147,127,0.74,308,0.549,3,0,0.589,12,6.8,16.4,1,8.1,0.56,0.94,7.2
Amar’e Stoudemire,Dal,PF,32,23,16.5,34.4,26.3,0.068,59,0.678,178,0.584,1,0,0.605,10.8,3.7,12.1,0.3,3.9,0.39,0.17,5.5
Amir Johnson,Tor,PF,27,75,26.4,55,15.9,0.16,129,0.612,473,0.59,46,0.413,0.603,9.3,6.1,13.3,1.6,9.4,0.59,0.79,6.8
Anderson Varejao,Cle,C,32,26,24.4,50.9,18.4,0.137,45,0.733,198,0.561,2,0,0.58,9.8,6.5,15.3,1.3,9.1,0.73,0.62,7.1
Andre Dawkins,Mia,SG,23,4,5.4,11.3,15.4,0.143,0,0,0,0,6,0.167,0.25,0.8,0.5,5.5,0.3,6.7,0,0,3.7
Andre Drummond,Det,C,21,82,30.5,63.6,22.3,0.097,365,0.389,960,0.515,2,0,0.503,13.8,13.5,24,0.7,3.9,0.89,1.87,6.7
Andre Iguodala,Gol,SG,31,77,26.9,56,13.5,0.139,114,0.596,284,0.553,212,0.349,0.553,7.8,3.3,6.7,2.9,14.6,1.16,0.32,6.3
Andre Miller,Sac,PG,38,30,20.7,43.2,16,0.26,38,0.789,122,0.508,26,0.231,0.522,5.7,2.5,6.9,4.7,34.9,0.6,0.13,7.8
Andre Miller,Was,PG,38,51,12.4,25.8,15,0.224,39,0.718,134,0.567,8,0.125,0.575,3.6,1.5,6.9,2.8,34.1,0.27,0.04,8
Andre Roberson,Okc,SG,23,67,19.2,40,9.1,0.172,48,0.479,116,0.612,85,0.247,0.513,3.4,3.8,10.6,1,7.4,0.79,0.43,4.9
Andrea Bargnani,Nyk,C,29,29,27.1,56.4,26.8,0.093,107,0.813,320,0.466,41,0.366,0.527,14.8,4.4,9.3,1.6,11.3,0.07,0.93,6.9
Andrei Kirilenko,Bro,SF,33,7,5.2,10.8,9.9,0.129,4,0.75,5,0,0,0,0.222,0.4,1.1,12.3,0.1,3.6,0.14,0,2.7
Andrew Bogut,Gol,C,30,67,23.6,49.2,13.4,0.221,42,0.524,355,0.563,0,0,0.565,6.3,8.1,18.5,2.7,15.4,0.58,1.69,8.8
Andrew Nicholson,Orl,PF,25,40,12.3,25.6,21.1,0.107,25,0.6,149,0.47,41,0.317,0.483,4.9,2.1,9.4,0.6,7.3,0.15,0.3,6
Andrew Wiggins,Min,SG,19,82,36.2,75.4,22.9,0.116,466,0.76,1013,0.452,126,0.31,0.516,16.9,4.5,7.2,2.1,9.8,1.04,0.61,6
Anthony Bennett,Min,PF,21,57,15.7,32.7,18,0.1,64,0.641,274,0.431,23,0.304,0.458,5.2,3.8,13.8,0.8,8.7,0.47,0.28,6.4
Anthony Davis,Nor,PF,21,68,36.1,75.2,28.3,0.063,461,0.805,1187,0.54,12,0.083,0.591,24.4,10.2,16.1,2.2,11.5,1.47,2.94,9.1
Anthony Morrow,Okc,SG,29,74,24.4,50.8,16.7,0.055,89,0.888,290,0.497,325,0.434,0.604,10.7,2.6,5.8,0.8,5.2,0.73,0.15,4.6
Anthony Tolliver,Det,PF,29,52,22.3,46.5,15,0.103,63,0.794,91,0.582,228,0.36,0.58,7.7,3.7,9,0.9,6.5,0.38,0.29,5.3
Anthony Tolliver,Pho,PF,29,24,11.3,23.6,14.4,0.126,6,0.667,12,0.167,62,0.387,0.522,3.3,1.8,8.9,0.4,5.2,0.17,0.04,4.7
Archie Goodwin,Pho,SG,20,41,13,27.2,23.9,0.168,83,0.735,160,0.419,41,0.293,0.486,5.6,1.8,7.6,1.1,12.6,0.44,0.22,6.9
Arinze Onuaku,Min,C,27,6,11.4,23.7,12.8,0.102,8,0.375,14,0.857,0,0,0.771,4.5,3.5,17.6,0.7,10.1,0.17,0.5,7.8
Aron Baynes,San,C,28,70,16,33.4,18,0.148,104,0.865,323,0.57,4,0.25,0.618,6.6,4.5,16.1,0.5,4.9,0.23,0.31,6.1
Arron Afflalo,Den,SG,29,53,33,68.8,20.2,0.103,151,0.841,414,0.481,243,0.337,0.533,14.5,3.4,5.6,1.9,9.3,0.6,0.09,5.5
Arron Afflalo,Por,SG,29,25,30.1,62.7,16.9,0.118,47,0.851,137,0.423,90,0.4,0.533,10.6,2.7,4.8,1.1,5.5,0.36,0.08,4.2
Austin Daye,San,SF,26,26,10.3,21.5,23,0.135,4,1,58,0.362,56,0.339,0.445,4,2.3,12.9,0.3,5.1,0.31,0.12,5.4
Austin Daye,Atl,SF,26,8,9.5,19.7,19.5,0.157,2,0.5,12,0.417,14,0.357,0.484,3.3,1.8,10.6,1,16,0.5,0.25,7.6
Austin Rivers,Lac,PG,22,41,19.3,40.2,19.3,0.105,55,0.582,193,0.477,81,0.309,0.488,7.1,2,6,1.7,12.8,0.73,0.17,6
Austin Rivers,Nor,PG,22,35,22.1,45.9,17.1,0.106,71,0.746,172,0.419,50,0.28,0.472,6.8,1.9,5,2.5,16.7,0.51,0.2,5.8
Avery Bradley,Bos,SG,24,77,31.5,65.7,21.3,0.094,100,0.79,660,0.47,352,0.352,0.507,13.9,3.1,5.4,1.8,8.9,1.05,0.19,5.4
Ben Gordon,Orl,SG,31,56,14.1,29.4,22.1,0.145,67,0.836,198,0.475,97,0.361,0.538,6.2,1.1,4.5,0.9,10.3,0.25,0.02,5.2
Ben McLemore,Sac,SG,21,82,32.6,67.8,17.4,0.133,160,0.813,440,0.507,391,0.358,0.552,12.1,2.9,5.1,1.7,8.4,0.94,0.23,4.8
Beno Udrih,Mem,PG,32,79,18.9,39.4,19.9,0.139,102,0.853,408,0.539,97,0.268,0.55,7.7,1.8,5.5,2.8,24,0.58,0.1,7.2
Bernard James,Dal,C,29,16,9.9,20.5,12.4,0.139,23,0.87,27,0.444,0,0,0.593,2.8,2.4,13.6,0.3,3.4,0.13,0.94,5.1
Bismack Biyombo,Cha,C,22,64,19.4,40.5,11.7,0.165,175,0.583,186,0.543,0,0,0.578,4.8,6.4,18,0.3,2,0.28,1.55,4.3
Blake Griffin,Lac,PF,25,67,35.2,73.3,28.8,0.102,427,0.728,1119,0.504,25,0.4,0.551,21.9,7.6,12.1,5.3,26.1,0.94,0.52,10.9
Bojan Bogdanovic,Bro,SF,25,78,23.8,49.5,17.5,0.111,106,0.821,320,0.531,256,0.355,0.562,9,2.7,6.4,0.9,5.8,0.44,0.12,4.7
Boris Diaw,San,PF,32,81,24.5,51,18.6,0.158,93,0.774,463,0.512,170,0.318,0.525,8.7,4.3,10,2.9,17.9,0.44,0.28,7.8
Bradley Beal,Was,SG,21,63,33.5,69.7,22.9,0.117,166,0.783,592,0.434,259,0.409,0.521,15.3,3.8,6.5,3.1,15,1.19,0.29,6.7
Brandan Wright,Bos,PF,27,8,10.7,22.3,14.4,0.18,4,0.5,21,0.571,0,0,0.571,3.3,2.1,10.9,1,14.1,0.13,0.63,7.1
Brandan Wright,Dal,PF,27,27,18.7,39,15.2,0.077,48,0.75,135,0.748,0,0,0.762,8.8,4.1,11.9,0.4,3.2,0.63,1.56,5.2
Brandan Wright,Pho,PF,27,40,21.5,44.7,13,0.064,60,0.667,204,0.588,3,0,0.6,7,4.9,12.4,0.6,4.1,0.8,1.18,5.1
Brandon Bass,Bos,PF,29,82,23.5,49,19.8,0.096,214,0.79,651,0.515,32,0.281,0.557,10.6,4.9,11.3,1.3,8.6,0.51,0.39,6.9
Brandon Davies,Bro,PF,23,7,6.3,13.1,25,0.168,4,0.75,14,0.357,4,0.25,0.405,2.3,1.4,12.7,0.3,7.2,0.14,0.43,6.3
Brandon Davies,Phi,PF,23,20,18.9,39.5,18.6,0.158,33,0.636,89,0.472,30,0.233,0.472,6.3,3.7,10.4,1.4,13,0.85,0.2,6.8
Brandon Jennings,Det,PG,25,41,28.6,59.6,26.7,0.129,143,0.839,332,0.428,211,0.36,0.522,15.4,2.5,4.8,6.6,39.9,1.07,0.1,8.9
Brandon Knight,Mil,PG,23,52,32.5,67.6,27.1,0.167,194,0.881,491,0.448,254,0.409,0.556,17.8,4.3,7.5,5.4,28.6,1.62,0.17,9.2
Brandon Knight,Pho,PG,23,11,31.6,65.8,23,0.129,29,0.828,76,0.395,67,0.313,0.472,13.4,2.1,3.6,4.5,22.1,0.55,0.09,6.4
Brandon Rush,Gol,SG,29,33,8.2,17.1,11.4,0.158,11,0.455,27,0.296,27,0.111,0.255,0.9,1.2,8.2,0.4,5.4,0.15,0.36,3.7
Brendan Haywood,Cle,C,35,22,5.4,11.3,17.6,0.219,13,0.538,30,0.467,0,0,0.49,1.6,1.3,14,0.1,2.5,0.09,0.45,4.4
Brian Roberts,Cha,PG,29,72,18.5,38.5,18.8,0.105,74,0.892,259,0.44,193,0.321,0.495,6.7,1.5,4.5,2.3,20.3,0.44,0.08,6.2
Brook Lopez,Bro,C,26,72,29.2,60.8,26.7,0.086,274,0.814,977,0.517,10,0.1,0.558,17.2,7.4,14.3,0.7,4.5,0.6,1.75,6.1
Bryce Cotton,Uta,PG,22,15,10.6,22.1,26.1,0.135,18,0.833,49,0.449,20,0.35,0.52,5.3,1.2,6.5,1,17,0.27,0,7
Carl Landry,Sac,PF,31,70,17,35.5,18.4,0.11,150,0.82,369,0.515,0,0,0.578,7.2,3.8,12.8,0.4,3.6,0.21,0.24,5.2
Carlos Boozer,Lal,PF,33,71,23.8,49.6,24,0.103,150,0.627,743,0.499,0,0,0.517,11.8,6.8,15.7,1.3,10.3,0.58,0.17,7.9
Carmelo Anthony,Nyk,SF,30,40,35.7,74.4,32.7,0.089,237,0.797,627,0.474,179,0.341,0.531,24.2,6.6,10.7,3.1,18,1,0.43,8.9
Caron Butler,Det,SF,34,78,20.8,43.4,13.1,0.104,61,0.902,177,0.441,219,0.379,0.544,5.9,2.5,6.6,1,7.3,0.55,0.05,4.7
Cartier Martin,Det,SF,30,23,8.6,18,13.1,0.086,0,0,20,0.45,33,0.182,0.34,1.6,0.9,5.5,0.5,8,0.13,0.04,4.2
Chandler Parsons,Dal,SF,26,66,33.1,69,20.9,0.095,193,0.72,482,0.521,347,0.38,0.567,15.7,4.9,8.1,2.4,11.4,1.05,0.29,6.9
Channing Frye,Orl,PF,31,75,24.9,51.9,14.3,0.134,35,0.886,141,0.39,346,0.393,0.546,7.3,3.9,8.9,1.3,7.4,0.63,0.52,5.4
Charles Hayes,Tor,C,31,29,8.8,18.3,10.6,0.136,11,0.545,46,0.478,0,0,0.492,1.7,1.8,11.5,0.7,11.2,0.34,0.14,5.9
Charlie Villanueva,Dal,PF,30,64,10.6,22.1,27.1,0.069,35,0.571,141,0.475,221,0.376,0.534,6.3,2.3,12.1,0.3,4.7,0.23,0.34,6.2
Chase Budinger,Min,SF,26,67,19.2,40,16.5,0.103,81,0.827,247,0.474,143,0.364,0.537,6.8,3,8.8,1,8,0.66,0.15,5.7
Chris Andersen,Mia,C,36,60,18.9,39.3,12.5,0.135,114,0.667,194,0.598,13,0.308,0.622,5.3,5,15.9,0.7,6.1,0.43,1.02,5.6
Chris Bosh,Mia,C,30,44,35.4,73.7,28.9,0.101,232,0.772,577,0.485,168,0.375,0.548,21.1,7,12,2.2,12,0.93,0.57,7.8
Chris Copeland,Ind,SF,30,50,16.6,34.5,21.5,0.152,45,0.733,143,0.42,167,0.311,0.468,6.2,2.2,7.4,1,9.9,0.22,0.22,5.8
Chris Douglas-Roberts,Lac,SG,28,12,8.5,17.8,10.9,0,8,1,14,0.286,7,0.143,0.387,1.6,1,6.6,0.3,5.1,0.08,0,3.7
Chris Johnson,Phi,SF,24,9,20.8,43.4,17.2,0.124,8,0.75,21,0.429,39,0.256,0.425,6,2.9,7.5,0.3,2.7,1,0.56,3.3
Chris Johnson,Uta,SF,24,12,17.6,36.7,16.1,0.083,6,1,26,0.692,38,0.342,0.608,6.8,1.5,4.9,0.6,5.6,1,0,4.2
Chris Johnson,Mil,SF,24,8,16,33.4,11,0,2,1,12,0.583,18,0.278,0.502,3.9,1.4,4.9,0.6,5.7,0.63,0.25,3.7
Chris Kaman,Por,C,32,74,18.9,39.4,22.7,0.154,102,0.706,549,0.515,0,0,0.537,8.6,6.5,18.5,0.9,7.8,0.24,0.73,7.8
Chris Paul,Lac,PG,29,82,34.8,72.6,24,0.126,321,0.9,821,0.523,350,0.397,0.596,19.1,4.6,7.4,10.2,47.4,1.9,0.18,11.1
CJ McCollum,Por,SG,23,62,15.7,32.7,20.7,0.108,73,0.699,226,0.46,139,0.396,0.534,6.8,1.5,5,1,10.3,0.69,0.13,5.5
CJ Miles,Ind,SG,27,70,26.3,54.8,24.1,0.075,161,0.807,381,0.459,446,0.345,0.525,13.5,3.1,6.4,1.1,7.1,0.86,0.37,5.5
CJ Watson,Ind,PG,30,57,24.9,52,19,0.169,167,0.826,242,0.459,175,0.4,0.581,10,2.9,6.3,3.6,23.3,1,0.16,7.6
Cleanthony Early,Nyk,SF,23,39,16.6,34.6,19.9,0.145,48,0.75,130,0.415,84,0.262,0.447,5.4,2.5,8.7,0.9,9.1,0.62,0.31,5.5
Clint Capela,Hou,C,20,12,7.5,15.6,21.6,0.113,23,0.174,29,0.483,0,0,0.409,2.7,3,22.2,0.2,3.7,0.08,0.75,6.3
Cody Zeller,Cha,C,22,62,24,50,15.8,0.122,164,0.774,372,0.46,1,1,0.53,7.6,5.8,13.4,1.6,10.9,0.56,0.79,6.9
Cole Aldrich,Nyk,C,26,61,16,33.3,18.6,0.152,64,0.781,301,0.478,0,0,0.513,5.5,5.5,20,1.2,13.3,0.62,1.07,8.3
Corey Brewer,Hou,SF,28,56,25.1,52.4,22.7,0.112,148,0.764,386,0.503,194,0.284,0.516,11.9,3.6,8,1.7,11.5,1.05,0.27,6.7
Corey Brewer,Min,SF,28,24,28.3,59,20.3,0.162,78,0.705,184,0.467,41,0.195,0.484,10.5,3.9,7.9,3.3,18.6,2.25,0.17,7.3
Cory Jefferson,Bro,PF,24,50,10.6,22.1,18.4,0.095,54,0.574,152,0.48,15,0.133,0.48,3.7,2.9,15.3,0.3,4.8,0.2,0.42,5.6
Cory Joseph,San,PG,23,79,18.3,38.1,17.3,0.124,143,0.734,367,0.52,44,0.364,0.564,6.8,2.4,7.5,2.4,19.7,0.58,0.22,7.4
Courtney Lee,Mem,SG,29,77,30.6,63.7,15.4,0.1,129,0.86,419,0.473,225,0.4,0.554,10.1,2.3,4.3,2,9.8,0.97,0.16,4.7
D.J. Augustin,Det,PG,27,54,23.8,49.7,22.5,0.17,169,0.87,311,0.45,150,0.327,0.536,10.6,1.9,4.2,4.9,33.2,0.61,0.04,7.8
D.J. Augustin,Okc,PG,27,28,24.2,50.3,15.3,0.148,36,0.861,90,0.389,96,0.354,0.503,7.3,2.2,4.8,3.1,18.6,0.57,0.04,6.1
Damian Lillard,Por,PG,24,82,35.7,74.3,27.2,0.126,398,0.864,788,0.5,572,0.343,0.56,21,4.6,6.9,6.2,29,1.18,0.26,9.4
Damjan Rudez,Ind,SF,28,68,15.4,32.1,14,0.149,23,0.696,93,0.538,170,0.406,0.591,4.8,0.7,2.5,0.8,7.9,0.24,0.07,3.6
Danilo Gallinari,Den,SF,26,59,24.2,50.3,21.8,0.08,191,0.895,267,0.453,301,0.355,0.563,12.4,3.7,8.3,1.4,9.4,0.8,0.34,6.6
Danny Granger,Mia,SF,31,30,20.4,42.6,15.8,0.119,37,0.757,78,0.449,84,0.357,0.527,6.3,2.7,7.8,0.6,4.4,0.43,0.2,4.3
Danny Green,San,SG,27,81,28.5,59.4,17.7,0.105,127,0.874,281,0.466,457,0.418,0.596,11.7,4.2,8.4,2,10.3,1.25,1.07,6.5
Dante Cunningham,Nor,PF,27,66,25,52.2,11.1,0.089,47,0.617,329,0.468,10,0.1,0.473,5.2,3.9,8.8,0.8,4.4,0.7,0.56,4.1
Dante Exum,Uta,PG,19,82,22.2,46.2,14.1,0.215,32,0.625,152,0.408,264,0.314,0.457,4.8,1.6,4.2,2.4,16.6,0.5,0.17,4.8
Darius Miller,Nor,SF,24,5,8.7,18.1,8.6,0.125,0,0,6,0.167,1,0,0.143,0.4,0.2,1.3,0.4,6,0.2,0,1.5
Darius Morris,Bro,PG,24,38,7.9,16.4,20.3,0.16,9,0.444,73,0.397,33,0.212,0.377,2.2,0.7,5.1,1.3,24.7,0.24,0,6.4
Darrell Arthur,Den,PF,26,58,17,35.5,20.3,0.103,59,0.78,274,0.471,110,0.236,0.466,6.6,2.9,9.4,1,9.3,0.83,0.45,6.3
Darren Collison,Sac,PG,27,45,34.8,72.4,21.3,0.151,184,0.788,389,0.514,161,0.373,0.575,16.1,3.2,5.2,5.6,27.2,1.49,0.31,7.6
David Lee,Gol,PF,31,49,18.5,38.5,19.9,0.12,104,0.654,311,0.514,2,0,0.541,7.9,5.2,15.3,1.7,13.7,0.63,0.53,8.9
David Stockton,Sac,PG,23,3,11,23,17.1,0.316,6,0.5,4,0.25,2,0.5,0.463,2.7,0.7,3.4,3,39,0.67,0,6.5
David West,Ind,PF,34,66,28.7,59.8,21.2,0.137,161,0.739,666,0.479,20,0.2,0.508,11.7,6.8,13.1,3.4,20.1,0.73,0.73,9
DeAndre Jordan,Lac,C,26,82,34.4,71.6,13.8,0.128,471,0.397,530,0.713,4,0.25,0.638,11.5,15,24.5,0.7,3.2,0.99,2.23,5.7
DeJuan Blair,Was,PF,25,29,6.2,13,18.5,0.179,6,0.667,57,0.456,0,0,0.469,1.9,1.9,17.5,0.1,2.6,0.24,0.03,4.6
DeMar DeRozan,Tor,SG,25,60,35,72.9,28.7,0.104,434,0.832,902,0.426,88,0.284,0.51,20.1,4.6,7.6,3.5,17,1.22,0.18,7.8
DeMarcus Cousins,Sac,C,24,59,34.1,71.1,34.6,0.163,541,0.782,1058,0.469,8,0.25,0.545,24.1,12.7,21,3.6,20.4,1.53,1.76,12.1
DeMarre Carroll,Atl,SF,28,70,31.3,65.1,17.1,0.094,181,0.702,349,0.567,304,0.395,0.603,12.6,5.3,9.7,1.7,8.3,1.34,0.24,6.2
Dennis Schroder,Atl,PG,21,77,19.7,41,27.4,0.168,179,0.827,517,0.449,148,0.351,0.516,10,2.1,6.2,4.1,34.6,0.64,0.05,9
Deron Williams,Bro,PG,30,68,31.1,64.8,22.6,0.149,241,0.834,535,0.396,237,0.367,0.505,13,3.5,6.3,6.6,33.7,0.94,0.25,8.6
Derrick Favors,Uta,PF,23,74,30.8,64.2,24.3,0.102,332,0.669,912,0.527,6,0.167,0.558,16,8.2,15.4,1.5,9.4,0.81,1.66,7.6
Derrick Rose,Chi,PG,26,51,30,62.5,32.1,0.149,187,0.813,564,0.465,271,0.28,0.493,17.7,3.2,5.7,4.9,30.7,0.71,0.31,8.7
Derrick Williams,Sac,PF,23,74,19.8,41.2,19.2,0.089,196,0.684,329,0.511,156,0.314,0.54,8.3,2.7,7.8,0.7,5.6,0.46,0.05,5.1
Devin Harris,Dal,PG,31,76,22.2,46.2,18.3,0.125,162,0.815,258,0.481,266,0.357,0.559,8.8,1.8,4.4,3.1,20.4,1.03,0.18,6.6
Devyn Marble,Orl,SG,22,16,13,27.1,13.3,0.15,16,0.313,22,0.455,22,0.182,0.362,2.3,1.9,8.4,1.1,11.5,0.56,0.13,5.2
Dewayne Dedmon,Orl,C,25,59,14.3,29.8,13.1,0.211,64,0.531,161,0.565,1,0,0.568,3.7,5,19.7,0.2,1.6,0.27,0.85,4.3
Dion Waiters,Cle,SG,23,33,23.8,49.6,24.4,0.12,60,0.783,256,0.453,86,0.256,0.468,10.5,1.7,4.2,2.2,15.6,1.33,0.3,5.7
Dion Waiters,Okc,SG,23,47,30.3,63,22,0.088,112,0.625,444,0.419,160,0.319,0.455,12.7,2.9,5.1,1.9,9.8,1,0.23,5.4
Dirk Nowitzki,Dal,PF,36,77,29.6,61.7,25.3,0.065,289,0.882,788,0.486,274,0.38,0.56,17.3,5.9,11,1.9,10.4,0.51,0.43,7.8
Donald Sloan,Ind,PG,27,53,20.9,43.5,18.8,0.143,77,0.779,224,0.464,131,0.313,0.503,7.4,2.7,7.1,3.6,27.5,0.43,0,8
Donatas Motiejunas,Hou,PF,24,71,28.7,59.8,19.4,0.137,166,0.602,567,0.536,133,0.368,0.553,12,5.9,11.4,1.8,10.8,0.79,0.48,7
Dorell Wright,Por,SF,29,48,12.3,25.7,17.3,0.079,42,0.81,82,0.378,108,0.38,0.525,4.6,2.3,10,0.9,10.2,0.42,0.21,6.9
Doug McDermott,Chi,SF,23,36,8.9,18.6,18.6,0.13,15,0.667,66,0.455,41,0.317,0.48,3,1.2,7.3,0.2,3,0.11,0.03,4
Draymond Green,Gol,SF,24,79,31.5,65.7,17.5,0.135,200,0.66,436,0.523,329,0.337,0.54,11.7,8.2,14,3.7,16.1,1.56,1.25,9
Drew Gooden,Was,PF,33,51,16.9,35.3,17.3,0.086,44,0.773,217,0.401,60,0.383,0.467,5.4,4.4,14.5,1,8.6,0.41,0.18,6.8
Drew Gordon,Phi,C,24,9,7.9,16.5,17.4,0.287,2,0.5,16,0.5,3,0,0.428,1.9,2,13.7,0.2,4.8,0.11,0,4.6
Dwight Buycks,Lal,PG,25,6,20.5,42.6,20.7,0.213,10,0.9,29,0.379,11,0.636,0.586,8.7,2,5.4,2.3,18.4,0.5,0,6.7
Dwight Howard,Hou,C,29,41,29.8,62.1,23.6,0.175,271,0.528,421,0.594,2,0.5,0.596,15.8,10.5,19.5,1.2,7.3,0.68,1.29,7.8
Dwight Powell,Dal,PF,23,24,9.5,19.7,16.9,0.106,31,0.774,51,0.471,11,0.273,0.535,3.4,2,11.8,0.4,5.7,0.29,0.25,5.9
Dwyane Wade,Mia,SG,33,62,31.8,66.2,35.3,0.144,370,0.768,982,0.489,102,0.284,0.534,21.5,3.5,6.7,4.8,32.1,1.18,0.34,9
Earl Barron,Pho,C,33,16,8.9,18.6,15.4,0.101,12,0.5,35,0.286,4,0.5,0.361,2,1.8,10.7,0.3,4.9,0.25,0.13,4.6
Earl Clark,Bro,PF,27,10,9.3,19.4,18.8,0.159,4,0.25,16,0.438,14,0.286,0.425,2.7,2.3,13.9,0.3,4.9,0.3,0.4,5.3
Ed Davis,Lal,PF,25,79,23.3,48.5,14.9,0.094,189,0.487,469,0.601,0,0,0.594,8.3,7.6,18,1.2,8.3,0.62,1.24,7.3
Elfrid Payton,Orl,PG,20,82,30.4,63.2,18.6,0.202,214,0.551,666,0.435,42,0.262,0.456,8.9,4.3,7.9,6.5,32.6,1.73,0.24,8.3
Elijah Millsap,Uta,SG,27,47,19.7,40.9,17.3,0.195,86,0.674,148,0.358,90,0.311,0.45,5.3,3.2,9.4,1.2,9.7,1.19,0.34,5.5
Elliot Williams,Uta,SG,25,5,8.4,17.4,20,0.224,2,0.5,6,0.167,7,0.714,0.648,3.6,0.6,4.1,0.8,16.2,0.4,0,5.7
Elliot Williams,Nor,SG,25,8,9.6,20,15,0,2,0,13,0.385,11,0.273,0.382,2.4,0.6,3.7,1,15.3,0.25,0,4.7
Elton Brand,Atl,PF,35,36,13.5,28.1,11.8,0.146,23,0.522,94,0.447,1,0,0.457,2.7,2.8,11.8,0.6,6.4,0.47,0.67,4.9
Enes Kanter,Okc,C,22,26,31.1,64.8,24.2,0.116,116,0.776,342,0.564,4,0.75,0.611,18.7,11,19,1.1,6.4,0.5,0.5,7.8
Enes Kanter,Uta,C,22,49,27.1,56.4,25.6,0.128,118,0.788,541,0.505,41,0.317,0.535,13.8,7.8,16.7,0.5,3.8,0.47,0.33,5.6
Eric Bledsoe,Pho,PG,25,81,34.6,72,24.2,0.181,441,0.8,774,0.491,272,0.324,0.555,17,5.2,8.3,6.1,27.9,1.57,0.56,9.4
Eric Gordon,Nor,SG,26,61,33.1,68.9,20.1,0.14,133,0.805,378,0.381,315,0.448,0.544,13.4,2.6,4.5,3.8,17.7,0.82,0.23,6.2
Erick Green,Den,PG,23,43,9.5,19.9,19.4,0.077,12,0.833,115,0.409,47,0.298,0.436,3.4,0.7,4.1,0.9,15.1,0.28,0,5.4
Ersan Ilyasova,Mil,PF,27,58,22.7,47.4,22.6,0.069,107,0.645,367,0.515,190,0.389,0.554,11.5,4.8,12,1,7.4,0.62,0.33,6.7
