,,,,,,,,,,,,,,,,,,,,,,,,,,,
FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,TOPG,VI,ORTG,DRTG
Damian Jones,Lal,C,25.75,8,14,29.1,10.6,18.3,12,0.917,17,0.941,0,0,0.941,0.965,5.4,3.3,12.9,0.1,1.3,0.13,0.88,0.63,3.5,158,89.1
Mason Jones,Hou,G,22.69,26,11.8,24.6,23.2,16.8,57,0.614,50,0.48,64,0.359,0.513,0.546,5.8,2,8.8,1.5,19.5,0.23,0.04,1.08,8.8,100.5,109
Tre Jones,San,G,21.22,21,4.3,9,19.4,17.4,5,1,30,0.467,1,1,0.5,0.542,1.7,0.4,5.2,0.5,15.9,0.1,0,0.33,6.5,103,111.9
Tyus Jones,Mem,G,24.89,44,19.7,41,16.9,10.7,27,0.889,199,0.508,99,0.283,0.48,0.5,7,2.2,6.1,4.1,28.5,1.09,0.11,0.84,8.1,111.6,111.8
DeAndre Jordan,Bro,C,32.69,45,22.4,46.8,13,23,65,0.492,202,0.767,1,0,0.764,0.738,7.6,7.3,18.2,1.7,10.1,0.31,1.24,1.53,8.1,126.6,105.3
Cory Joseph,Sac,G,29.61,44,21.5,44.7,14.3,14,47,0.766,156,0.513,94,0.33,0.506,0.534,6.6,2.3,5.9,2.5,14.7,0.86,0.2,1,6.3,108.7,111.4
Cory Joseph,Det,G,29.61,3,23.8,49.7,20.6,17.8,13,0.923,16,0.5,6,0.333,0.5,0.613,11.3,4,9.4,3.7,23.8,1.33,0.33,2,9.3,116.5,103.5
Mfiondu Kabengele,Lac,F-C,23.63,23,4.1,8.5,19.2,14.8,6,0.833,14,0.357,18,0.222,0.344,0.39,1.2,0.6,8.4,0.2,6.8,0.09,0.13,0.26,5.1,77.2,94.2
Frank Kaminsky,Pho,F-C,27.99,32,15.1,31.4,18.8,7.4,33,0.606,110,0.509,64,0.406,0.546,0.557,6.6,3.7,13.7,1.6,15.2,0.31,0.41,0.47,9,116.5,102.1
Enes Kanter,Por,C,28.86,46,26.6,55.5,17.5,10.9,114,0.781,391,0.606,1,0,0.605,0.637,12.2,11.7,23.6,1.2,7.2,0.54,0.72,1.17,8.4,132.8,107.1
Luke Kennard,Lac,G,24.76,42,19.5,40.5,16.1,10.4,17,0.824,118,0.5,141,0.489,0.627,0.636,8.1,2.7,7.9,1.7,12.4,0.33,0.17,0.74,6.8,121.7,108.2
Maxi Kleber,Dal,F,29.16,33,27.8,57.8,10.5,8.3,31,0.935,44,0.432,142,0.444,0.61,0.641,7.8,5.5,11,1.3,6.3,0.45,0.82,0.55,5.5,128.7,107.5
Nathan Knight,Atl,F-C,23.52,18,7.5,15.6,21.6,14.9,28,0.893,30,0.5,15,0.333,0.5,0.611,3.9,2,14.6,0.2,4.4,0.22,0.33,0.56,6.2,118.4,105.6
Kevin Knox II,Nyk,F,21.63,32,13.4,27.9,15.7,10.5,16,0.813,50,0.4,80,0.388,0.512,0.533,4.6,1.7,6.6,0.5,5.8,0.28,0.19,0.5,4.7,103.4,105
John Konchar,Mem,G,25.02,22,14.8,30.9,11.3,9.1,20,0.85,46,0.478,25,0.36,0.5,0.551,4,3.3,11.8,1.1,9.3,0.86,0.23,0.36,6.6,120.6,103.8
Furkan Korkmaz,Phi,G-F,23.68,35,19.3,40.2,20.2,10,57,0.737,102,0.451,161,0.366,0.511,0.54,8.9,2.1,6.1,1.1,7.7,0.71,0.14,0.91,5.7,104.7,106.1
Luke Kornet,Chi,F-C,25.71,13,7.2,15,13.6,3.4,4,0.5,4,0.75,23,0.261,0.444,0.452,2,1.2,9.4,0.3,5.4,0.15,0.54,0.08,5,99.1,115.3
Luke Kornet,Bos,F-C,25.71,2,13.2,27.5,21.9,14.9,1,0,4,0.75,7,0.571,0.818,0.787,9,4.5,19,1.5,19,0,0.5,1,11.9,137.1,112.8
Rodions Kurucs,Bro,F,23.15,5,3.2,6.6,8.3,0,0,0,1,0,2,0.5,0.5,0.5,0.6,0.6,10.6,0.4,15.3,0,0,0,6.6,,
Rodions Kurucs,Hou,F,23.15,11,6.8,14.2,17.5,29.1,2,0.5,6,0.5,15,0.133,0.286,0.297,1.2,1,7.8,0.4,7.2,0.55,0.36,0.82,4.6,52.8,103.8
Kyle Kuzma,Lal,F,25.68,46,27.4,57.2,20.8,12.6,55,0.636,253,0.51,251,0.367,0.53,0.539,12.4,6.8,13.8,1.6,8.8,0.46,0.52,1.65,7.5,103.9,102.3
Anthony Lamb,Hou,F,23.19,8,14.4,29.9,14,7.9,4,0.75,14,0.286,19,0.158,0.258,0.288,2.5,3.4,12.5,0.3,2.3,0.13,0.13,0.38,3.8,76.9,104.8
Jeremy Lamb,Ind,G-F,28.83,28,21.5,44.8,18.6,6.5,61,0.951,115,0.47,101,0.416,0.542,0.601,10.4,3.5,9,1.6,10.7,0.79,0.5,0.61,7.2,121.9,106.2
Zach LaVine,Chi,G-F,26.06,45,35,73,30.8,14.9,231,0.866,502,0.574,360,0.428,0.602,0.642,27.5,5,7.9,4.8,22.8,0.87,0.44,3.76,10,115.1,109.2
Jake Layman,Min,F,27.06,33,16.1,33.5,15,12.2,30,0.767,88,0.636,65,0.292,0.552,0.578,5.8,1.8,6.2,0.8,7.1,0.76,0.48,0.7,5,107.3,112.4
Jalen Lecque,Ind,G,20.79,4,3,6.3,36.8,0,3,1,8,0.125,1,0,0.111,0.242,1.3,1.3,23.1,0.5,21,0,0,0,12.6,,
Damion Lee,Gol,G-F,28.44,46,18.8,39.1,12.9,8.1,38,0.895,59,0.644,164,0.39,0.601,0.63,6.6,3.1,8.8,1.4,9.9,0.61,0.13,0.46,6.5,121.6,106.5
Saben Lee,Det,G,21.77,25,15.3,31.9,18.1,13.9,62,0.645,98,0.49,11,0.545,0.523,0.565,6.2,1.7,6.1,2.9,29.2,0.64,0.28,0.88,8.2,117,105.2
Alex Len,Tor,C,27.79,7,10.8,22.6,11.7,38.8,6,0.5,4,0.5,6,0.5,0.65,0.633,2.3,1.6,8,0.4,5.2,0.14,0.86,1.14,4.2,76.4,103.8
Alex Len,Was,C,27.79,30,15.9,33.2,16.4,13.8,65,0.615,119,0.706,15,0.2,0.66,0.667,7.2,4,13.2,1,9.5,0.3,1.2,0.87,7.7,122.9,103.2
Kawhi Leonard,Lac,F,29.75,39,34.5,71.8,29.2,8.2,233,0.871,514,0.566,196,0.383,0.568,0.622,25.9,6.3,10.3,4.9,23.4,1.82,0.46,1.87,10.8,125.7,108.1
Meyers Leonard,Mia,F-C,29.09,3,9.8,20.4,15,20.2,2,0.5,0,0,7,0.429,0.643,0.635,3.3,2.3,13.3,0.7,9.8,0,0,0.67,7.1,101.1,92.9
Caris LeVert,Bro,G,26.6,12,27.8,57.9,31.4,10.8,34,0.765,137,0.474,63,0.349,0.49,0.516,18.5,4.3,8.7,6,34.2,1.08,0.5,2.17,11.2,107.8,110.5
Caris LeVert,Ind,G,26.6,9,32.1,66.9,23.2,7.7,21,0.857,81,0.407,53,0.321,0.437,0.471,15,4.4,7.7,3.9,17.4,1.44,0,1.33,7.9,99.2,110.1
Kira Lewis Jr.,Nor,G,19.98,31,14.8,30.9,18.7,6.4,27,0.741,113,0.451,64,0.359,0.483,0.506,6.2,1.1,4,2.2,20.6,0.68,0.13,0.42,6.7,113.1,109.6
Damian Lillard,Por,G,30.71,44,36.2,75.3,32.5,11.9,336,0.943,416,0.531,489,0.374,0.548,0.621,29.7,4.3,6.4,7.8,36.6,0.86,0.25,3.23,11,124.8,117.8
Nassir Little,Por,F-G,21.13,29,13.9,29.1,14.4,8.9,35,0.857,49,0.531,58,0.379,0.551,0.605,5.1,2.6,9.8,0.4,4.5,0.14,0.38,0.41,5,122.8,113.9
Kevon Looney,Gol,F,25.14,36,15.4,32,10.2,16.7,27,0.741,89,0.607,9,0.444,0.612,0.637,3.9,4.1,14,1.8,15.3,0.42,0.39,0.61,8,134.1,100.9
Brook Lopez,Mil,C,32.99,46,27.1,56.4,16.5,9.4,86,0.837,205,0.6,201,0.333,0.55,0.585,11.3,5.1,9.8,0.7,3.4,0.65,1.39,1,5.1,115,106.9
Robin Lopez,Was,C,32.99,45,19.9,41.4,15.6,14,95,0.705,232,0.608,15,0.333,0.601,0.63,8.1,4.1,10.9,0.8,6,0.29,0.62,1.04,6,121.2,110.2
Kevin Love,Cle,F-C,32.56,4,14.5,30.3,21,10.7,7,0.714,10,0.3,12,0.333,0.409,0.459,5.8,3.3,12.4,1.3,12.7,0.25,0,0.75,8.1,96.2,110.9
Kyle Lowry,Tor,G,35.01,39,34.6,72,21.6,16.4,134,0.881,236,0.483,269,0.394,0.541,0.589,17,5.4,8.6,7.3,32.1,1.05,0.23,2.85,10.1,115.7,107.9
Timothe Luwawu-Cabarrot,Bro,G-F,25.89,40,19.4,40.4,17.1,10.8,32,0.781,88,0.443,170,0.341,0.488,0.509,6.9,2.5,7.1,1.3,8.4,0.68,0.13,0.83,5.8,100.9,107.4
Trey Lyles,San,F,25.4,23,15.6,32.4,13,5.7,23,0.652,50,0.58,40,0.35,0.556,0.574,5,3.7,12.7,0.6,5.3,0.26,0.04,0.26,5.7,115.3,109.8
Will Magnay,Nor,C,22.8,1,3.3,6.9,25.8,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,
Thon Maker,Cle,F-C,20,8,9.6,19.9,14.7,11.6,11,0.909,16,0.625,2,0,0.556,0.657,3.8,2.3,13,0.5,7.8,0.25,0.5,0.38,6.8,131.9,107.4
Theo Maledon,Okc,G,19.8,40,27,56.2,16.8,18.4,46,0.761,143,0.399,178,0.371,0.486,0.508,8.7,3.3,6.4,3.4,17.9,0.95,0.08,1.93,6.8,95.9,106.6
Karim Mane,Orl,G,20.87,9,9.4,19.5,8.6,17.9,4,1,10,0.1,2,0.5,0.208,0.327,1,1.6,8.6,0.4,6.1,0,0.22,0.33,3.7,72.4,105.4
Nico Mannion,Gol,G,20.04,17,14.3,29.8,19.1,17.5,20,0.8,36,0.278,45,0.4,0.457,0.501,5.3,1.8,6.5,2.8,26.2,0.71,0,1.12,8.4,100.2,104.7
Terance Mann,Lac,G-F,24.44,45,17.6,36.6,14.5,10,62,0.774,157,0.535,49,0.388,0.546,0.585,6.1,3.8,12.1,1.4,10.3,0.4,0.22,0.58,7.2,121.6,103.4
Boban Marjanovic,Dal,C,32.62,22,8.4,17.5,25.6,8.4,18,0.722,85,0.518,5,0,0.489,0.516,4.6,4,26.4,0.3,6.2,0.05,0.14,0.41,8.4,112.9,102.6
Lauri Markkanen,Chi,F-C,23.86,25,29.6,61.6,22.1,8.4,62,0.839,148,0.588,174,0.391,0.587,0.616,17.2,5.8,10.9,0.9,4.7,0.52,0.44,1.28,6.1,114.4,109.6
Naji Marshall,Nor,F,23.18,7,3.3,6.9,14.5,12.7,2,0.5,4,0.25,2,0,0.167,0.218,0.4,0.3,4.8,0.3,10.2,0,0.14,0.14,4,,
Kenyon Martin Jr.,Hou,F,20.23,19,19.1,39.8,15.5,14.4,29,0.759,78,0.551,22,0.364,0.55,0.585,6.9,4.6,12.9,0.7,5.4,0.58,0.95,1,5.9,112.1,105.9
Caleb Martin,Cha,F,25.5,31,13.9,28.9,18.1,11.5,37,0.595,82,0.463,63,0.317,0.469,0.49,5.1,2.4,9.5,1,10.2,0.84,0.23,0.68,6.6,99.7,107.1
Cody Martin,Cha,F,25.5,33,13.7,28.6,13.2,15,24,0.667,75,0.587,33,0.273,0.532,0.552,4,2.6,10.5,1.4,14.1,0.52,0.18,0.64,7.1,114,109.5
Kelan Martin,Ind,F,25.66,14,3.9,8.1,20.6,15.5,2,1,12,0.417,9,0.222,0.381,0.411,1.3,0.9,12.4,0.1,2.5,0.21,0.07,0.29,5,,
Frank Mason,Orl,G,26.99,4,19.8,41.3,17.5,15.6,7,0.714,19,0.368,5,0.4,0.417,0.462,6.3,3,7.9,3,22,0,0,1.25,7.8,98.6,108.5
Garrison Mathews,Was,G,24.43,39,18.4,38.3,11.9,2.9,67,0.896,34,0.5,135,0.422,0.607,0.668,6.8,1.7,4.8,0.5,3.6,0.62,0.15,0.15,3.9,135.5,108.2
Dakota Mathias,Phi,G,25.72,8,15.4,32.2,17.8,1.9,6,0.333,22,0.5,26,0.308,0.479,0.474,6,0.9,3.1,1.6,14.8,0.13,0.38,0.13,5.3,107.7,109.5
Wesley Matthews,Lal,G,34.46,40,20.1,41.9,10.4,9.4,21,0.857,36,0.417,129,0.341,0.491,0.517,4.5,1.6,4.3,1,6.6,0.5,0.33,0.45,3.8,105.8,103.9
Tyrese Maxey,Phi,G,20.4,40,14.7,30.6,22.3,8.1,29,0.828,210,0.505,60,0.3,0.493,0.513,7.3,1.7,6.2,1.6,16.2,0.38,0.15,0.63,7.4,105.5,104.9
Skylar Mays,Atl,G,23.57,21,7.9,16.5,19.2,8.1,20,0.85,32,0.406,27,0.37,0.475,0.538,3.5,1,6.9,1,17.4,0.29,0,0.29,7.7,119,110.9
Patrick McCaw,Tor,G,25.43,5,6.7,13.9,3,0,3,1,1,1,0,0,1,1.078,1,0.6,5,0.8,15.1,0.4,0,0,4.7,233.3,98.2
CJ McCollum,Por,G,29.53,21,32.8,68.4,29.4,6,65,0.877,195,0.482,218,0.404,0.547,0.576,24.2,3.9,6.3,4.7,24.6,1,0.48,1.33,9.3,120.4,116.4
T.J. McConnell,Ind,G,29.01,42,25.2,52.5,14.1,22.2,26,0.577,235,0.57,23,0.304,0.56,0.564,7.2,3.5,7.8,6.5,35,1.83,0.36,1.83,8.7,115.9,107.6
Jalen McDaniels,Cha,F-C,23.16,21,11.2,23.2,18.5,16.8,21,0.714,47,0.532,28,0.286,0.493,0.528,4.2,2.2,10.9,0.5,6.1,0.1,0.24,0.81,5.9,94.7,102
Jaden McDaniels,Min,F,20.5,40,21.2,44.2,12.6,9.8,28,0.5,105,0.505,113,0.372,0.532,0.534,6.2,3.4,8.7,1,6.7,0.48,1.08,0.63,5.2,105.4,108.3
Doug McDermott,Ind,F,29.24,43,25,52.1,20,7.4,65,0.831,241,0.627,193,0.378,0.6,0.621,13.4,3.8,8.4,1.4,8.4,0.28,0.09,0.86,6.6,119.3,110.9
Sean McDermott,Mem,F,24.4,10,13.8,28.8,10.8,11.3,8,1,10,0.7,18,0.278,0.518,0.587,3.7,1.5,5.8,0.4,3.6,0.2,0.2,0.4,3.8,115.3,112.8
JaVale McGee,Cle,C-F,33.19,33,15.2,31.8,24.5,15.8,55,0.655,195,0.549,20,0.25,0.533,0.554,8,5.2,18.7,1,11.4,0.48,1.21,1.36,9.1,103,96.6
Rodney McGruder,Det,G,29.67,16,12.1,25.2,18.2,8.7,8,0.75,46,0.565,24,0.458,0.607,0.619,5.7,1.4,6.3,1,13.9,0.5,0.06,0.44,6.6,120.2,110.2
Alfonzo McKinnie,Lal,F,28.53,25,5.1,10.7,17.1,4,8,0.625,24,0.625,21,0.381,0.6,0.608,2.4,1.1,11.7,0.1,2.3,0.08,0,0.08,5,123.1,98.7
Jordan McLaughlin,Min,G,24.97,27,19.5,40.5,14.9,16.1,12,0.75,101,0.376,50,0.34,0.421,0.435,5,2.3,6.4,4.6,32.6,1.07,0.15,1.11,7.7,103.1,113.2
Ben McLemore,Hou,G,28.13,31,17.2,35.8,21,10.7,32,0.719,58,0.431,162,0.327,0.475,0.496,7.5,2.1,6.6,0.9,8,0.65,0.1,0.9,5.6,94,106.7
Nicolo Melli,Nor,F,30.17,22,11,22.9,12.2,10.1,7,0.857,22,0.364,37,0.189,0.314,0.346,2,2.6,13.2,1.1,12.5,0.41,0.05,0.32,6.5,93.2,104.2
De'Anthony Melton,Mem,G,22.84,32,19.8,41.3,20.1,12.9,35,0.771,126,0.516,123,0.439,0.586,0.603,10,3.3,8.8,2.7,19.5,1.22,0.5,1.22,9,115.3,103.4
Sam Merrill,Mil,G,24.87,20,7.4,15.4,14.7,15.4,2,1,15,0.467,28,0.464,0.616,0.627,2.8,1,7.1,0.8,13.8,0.25,0.05,0.4,7.1,119.7,109.5
Chimezie Metu,Sac,F-C,24.02,15,8.3,17.2,20.5,15.2,10,0.7,39,0.59,7,0.429,0.598,0.615,4.1,2.3,15.2,0.5,9.4,0.2,0.6,0.6,8.1,114.3,103.4
Khris Middleton,Mil,F,29.63,45,33.4,69.7,24.6,13.9,156,0.878,460,0.52,231,0.437,0.565,0.604,20.4,6,9.5,5.4,23,1.07,0.2,2.73,10.4,116.5,106
Darius Miller,Okc,F,31.03,14,10.3,21.5,12.3,14.6,9,1,4,0.75,27,0.407,0.629,0.686,3.4,1.4,6.9,1.1,15.5,0.57,0.29,0.43,6.7,128.1,107
Paul Millsap,Den,F,36.13,36,23.6,49.1,16.6,9.9,71,0.69,157,0.592,102,0.373,0.579,0.601,9.7,5.1,12.2,1.8,10.3,0.97,0.64,0.89,7.6,122.4,106.1
Patty Mills,San,G,32.63,43,25.8,53.7,19.9,8.7,56,0.911,139,0.532,297,0.394,0.572,0.597,12.8,1.7,3.4,2.5,14.2,0.65,0.02,1.02,5.9,114.4,112.2
Shake Milton,Phi,G-F,24.51,38,24.6,51.3,24.9,11.9,125,0.856,305,0.505,122,0.303,0.491,0.546,13.8,2.3,5.1,3,18.6,0.63,0.29,1.71,7.4,108.6,104.3
Donovan Mitchell,Uta,G,24.56,44,33.6,70,32.5,11.7,245,0.841,504,0.468,378,0.399,0.524,0.571,25.7,4.5,7.1,5.5,27.5,1.02,0.3,2.98,10.2,115,105.6
Adam Mokoka,Chi,G,22.7,9,5.2,10.8,15.6,11.8,0,0,7,0.714,8,0.125,0.433,0.433,1.4,0.4,4.7,0.4,11.4,0.22,0.11,0.22,4.7,90.4,105.4
Malik Monk,Cha,G,23.15,31,21.7,45.2,24.4,11.7,65,0.815,151,0.51,160,0.419,0.571,0.601,13.2,2.6,6.6,1.8,13.6,0.48,0.13,1.45,7.3,110.5,111.8
E'Twaun Moore,Pho,G,32.09,24,14.5,30.2,15.9,14.5,10,0.8,73,0.479,29,0.276,0.461,0.479,4.3,1.8,6.7,1.5,13.3,0.58,0.17,0.75,6.2,98.7,103.9
Ja Morant,Mem,G,21.64,36,31.6,65.8,28.2,13.5,210,0.762,438,0.498,128,0.234,0.465,0.521,19.1,3.4,5.7,7.5,35.6,0.86,0.19,2.86,10,107.8,111.2
Juwan Morgan,Uta,F,23.95,19,4.4,9.2,10.8,9.4,5,0.2,6,0.667,11,0.273,0.5,0.469,0.9,0.8,10.1,0.2,6.1,0.21,0,0.11,4.8,107.5,93.5
Marcus Morris Sr.,Lac,F,31.57,37,25.3,52.7,20,7.1,53,0.849,177,0.435,193,0.466,0.573,0.596,12.7,3.8,8.5,1.1,6.3,0.49,0.27,0.81,5.9,116.6,107.3
Markieff Morris,Lal,F,31.57,41,18.7,38.9,15.5,11.4,38,0.711,93,0.527,132,0.341,0.518,0.538,6.3,4.4,13.2,1,7.6,0.27,0.32,0.76,6.5,105.5,99
Monte Morris,Den,G,25.76,36,27.2,56.7,16,7,63,0.762,192,0.542,114,0.351,0.536,0.563,10.4,2.2,4.5,3.4,16.7,0.72,0.28,0.69,6.3,120.6,115.3
Mychal Mulder,Gol,G,26.8,39,10.1,21,14.4,6,17,0.588,16,0.563,101,0.396,0.59,0.594,3.8,0.8,4.5,0.4,5.6,0.21,0.21,0.21,4.2,109.9,110.2
Dejounte Murray,San,G,24.52,43,31.4,65.5,23.6,10,86,0.814,491,0.493,128,0.313,0.488,0.513,15.7,7,11.7,5.3,25.9,1.44,0.12,1.7,10.6,105.7,105.3
Jamal Murray,Den,G,24.1,44,35.4,73.7,24.7,11.4,139,0.856,432,0.528,285,0.411,0.563,0.595,21,3.9,6.2,4.9,20.6,1.27,0.27,2.27,8.3,116.9,111.8
Mike Muscala,Okc,F-C,29.75,35,18.4,38.4,20.5,6.9,36,0.917,83,0.614,184,0.37,0.573,0.599,9.7,3.8,10.7,0.8,7,0.23,0.31,0.6,6.7,114.3,106.1
Svi Mykhailiuk,Det,G-F,23.8,36,17.6,36.7,18.9,14.2,30,0.8,52,0.519,171,0.333,0.504,0.527,6.9,2.1,6.5,1.6,13.8,0.75,0.17,1.08,6.5,99.5,110.5
Svi Mykhailiuk,Okc,G-F,23.8,6,20.2,42,21.2,13.6,0,0,22,0.545,29,0.345,0.529,0.529,9,2.3,6.1,1.8,14.5,1,0,1.33,6.6,96.9,113
Abdel Nader,Pho,F,27.51,24,14.8,30.8,19,12.6,37,0.757,73,0.534,43,0.419,0.569,0.605,6.7,2.6,9.8,0.8,7.5,0.42,0.38,0.79,6.5,110.1,101.9
Larry Nance Jr.,Cle,F-C,28.24,29,32.7,68.2,13.6,14.8,41,0.634,141,0.56,95,0.379,0.564,0.575,10.1,7.1,12,3.1,14.1,1.79,0.59,1.52,7.4,112.7,107.8
Aaron Nesmith,Bos,G-F,21.45,25,15,31.2,12.2,14.1,14,0.714,23,0.478,62,0.339,0.5,0.521,3.8,2.3,8.6,0.4,3.4,0.28,0.24,0.6,4,100.3,106.2
Raul Neto,Was,G,28.86,40,20.5,42.7,16.5,9.2,43,0.814,173,0.497,104,0.365,0.516,0.542,8,2.3,6,2.2,14.8,1.15,0.08,0.75,6.7,109.5,109
Georges Niang,Uta,F,27.78,46,13.7,28.5,16.5,11.2,5,1,60,0.5,152,0.395,0.566,0.572,5.3,2.1,8.1,0.7,7.1,0.33,0.09,0.59,5.8,109.2,100.8
Zeke Nnaji,Den,F-C,20.22,31,10.5,21.8,12.9,7.3,15,0.8,36,0.667,46,0.413,0.64,0.66,3.8,1.7,9.1,0.2,2,0.13,0.1,0.23,4.1,127.4,111
Nerlens Noel,Nyk,C-F,26.97,41,22.8,47.4,9.9,22.8,38,0.658,144,0.618,2,0,0.61,0.624,5,6.2,14.7,0.7,4.1,1.02,2.05,1.17,4.9,113.3,97.3
Jaylen Nowell,Min,G,21.72,33,19.4,40.4,21.5,7,47,0.83,158,0.519,127,0.362,0.53,0.558,10.3,2.3,6.4,1.6,12.8,0.58,0.3,0.7,6.9,111.4,109.8
Frank Ntilikina,Nyk,G,22.67,17,14.7,30.6,14,12.6,12,0.5,27,0.222,37,0.459,0.492,0.498,4.1,1.4,4.9,0.8,7.3,0.82,0.06,0.59,4.5,97,97.7
Kendrick Nunn,Mia,G,25.66,38,28.6,59.6,21,11.4,43,0.907,226,0.535,207,0.372,0.546,0.566,13.5,3.1,6.1,2.6,15,1.05,0.24,1.53,6.7,105.6,107.2
Jusuf Nurkic,Por,C,26.6,14,22.7,47.4,21.4,17.1,33,0.515,100,0.52,16,0.313,0.513,0.521,9.7,7.4,17.6,2.6,17.6,0.86,0.93,1.93,10.1,104.5,103.7
David Nwaba,Hou,G-F,28.21,30,22.6,47.1,16.6,6.4,68,0.691,154,0.578,63,0.27,0.528,0.559,9.2,3.9,9.2,1,7.1,1,0.7,0.57,5.8,115,106.7
Jordan Nwora,Mil,F,22.55,15,8.9,18.6,25.9,17,17,0.765,36,0.361,25,0.48,0.508,0.548,5,1.9,11,0.3,4.1,0.4,0.2,0.93,6.4,93.8,103.5
Semi Ojeleye,Bos,F,26.32,40,19.1,39.9,11.4,7.9,30,0.733,49,0.449,125,0.392,0.549,0.569,5.3,2.9,8.5,0.8,5.1,0.28,0,0.4,4.8,117.4,112.8
Jahlil Okafor,Det,C-F,25.29,12,10,20.8,17.1,8.5,2,0.5,39,0.641,3,0,0.595,0.595,4.3,2.3,12.6,0.3,4.4,0.17,0.17,0.33,5.7,116.9,108.1
Chuma Okeke,Orl,F,22.61,30,22.5,46.8,11.6,11.6,17,0.647,73,0.425,80,0.413,0.526,0.536,5.7,3.7,8.5,1.9,12.2,0.77,0.37,0.7,6.1,110.9,110.7
Josh Okogie,Min,G,22.58,36,19.8,41.3,12.3,12.4,59,0.814,91,0.44,66,0.227,0.398,0.473,4.8,2.6,6.9,1.2,8,0.92,0.42,0.72,5,100.8,108.6
Onyeka Okongwu,Atl,F-C,20.3,24,9,18.7,12.6,14.4,17,0.588,45,0.6,1,0,0.587,0.598,2.7,2.3,13.7,0.2,3.3,0.33,0.54,0.38,4.8,113.9,97.1
Isaac Okoro,Cle,F-G,20.17,42,32,66.7,12.7,15.8,72,0.694,179,0.486,120,0.283,0.462,0.493,7.8,2.7,4.7,1.8,7.9,1.05,0.45,1.48,4.2,95.3,109.6
KZ Okpala,Mia,F-G,21.92,25,12.9,26.9,11.2,14.9,6,0.333,29,0.552,37,0.297,0.492,0.488,2.7,2,8.6,0.4,4.8,0.24,0.32,0.48,4,94.9,99.5
Victor Oladipo,Ind,G,28.9,9,33.3,69.3,26.8,9.7,37,0.73,83,0.47,69,0.362,0.503,0.535,20,5.7,9.5,4.2,19.3,1.67,0.22,2,9.4,104.2,106.1
Victor Oladipo,Hou,G,28.9,20,33.5,69.7,29.8,10.9,83,0.783,228,0.465,153,0.32,0.471,0.508,21.2,4.8,7.5,5,25.8,1.2,0.5,2.55,9.5,100.1,109.1
Kelly Olynyk,Mia,F-C,29.95,43,26.9,56,17.4,12.3,40,0.775,134,0.634,242,0.318,0.533,0.549,10,6.1,12.6,2.1,12,0.93,0.6,1.28,7.5,105.3,99.5
Kelly Olynyk,Hou,F-C,29.95,2,29.4,61.3,21.8,6.6,7,1,14,0.786,11,0.364,0.68,0.73,20.5,6.5,11.7,3,18.6,2,1,1,10,139,102.6
Royce O'Neale,Uta,F,27.82,46,32,66.6,9.5,16.6,32,0.844,71,0.563,186,0.414,0.605,0.623,7.3,6.7,11.1,2.5,10.1,0.83,0.5,1.17,6.2,122.9,101.8
Miye Oni,Uta,G-F,23.65,32,8.2,17,10.9,12,6,0.833,7,0.286,49,0.388,0.545,0.563,2.1,1.7,10.9,0.3,4.4,0.16,0.16,0.25,5,114.9,96.9
Cedi Osman,Cle,F,25.98,44,25,52.2,20.3,9.1,69,0.754,188,0.415,251,0.307,0.441,0.468,10,3.5,7.7,2.6,16,0.98,0.14,1.07,7.2,99.2,109.1
Daniel Oturu,Lac,C,21.52,16,4.6,9.5,18,16.8,4,0.5,22,0.545,1,0,0.522,0.525,1.6,1.3,15.4,0.4,11.5,0.06,0.19,0.31,8.2,107.5,98.7
Kelly Oubre Jr.,Gol,F-G,25.31,45,30.6,63.8,21.9,7.5,140,0.693,363,0.521,230,0.304,0.496,0.523,15.2,6,10.3,1.4,6.8,1.04,0.78,1.18,6.6,102.7,106.8
Jabari Parker,Sac,F,26.04,3,9.1,19,15.7,30,0,0,6,0.667,1,0,0.571,0.571,2.7,2,12.2,0.3,4.9,0,0.33,1,5.2,82.8,106.3
Eric Paschall,Gol,F,24.4,38,17.2,35.8,23.6,10.8,87,0.713,234,0.534,50,0.32,0.525,0.559,9.5,3.1,9.6,1.3,11.8,0.29,0.16,1.03,7.8,105.4,105.5
Anzejs Pasecniks,Was,C-F,25.28,1,6.3,13.1,39.6,83.3,0,0,0,0,1,0,0,0,0,1,8.4,1,18.3,0,0,5,0,20.8,89.9
Patrick Patterson,Lac,F,32.04,19,13,27,13.9,10.3,6,0.667,22,0.636,45,0.422,0.634,0.639,4.7,1.7,7.3,0.6,6.5,0.47,0.11,0.42,5.2,121,103.9
Justin Patton,Hou,C,23.79,13,19,39.5,13.1,5.3,4,0.75,36,0.556,34,0.265,0.479,0.488,5.4,3.8,10.5,1.1,8.3,0.92,1.08,0.31,5.9,107.8,100.2
Chris Paul,Pho,G,35.9,44,31.9,66.5,22.4,14.6,119,0.941,386,0.531,165,0.364,0.535,0.582,16,4.7,8.2,8.5,38.8,1.41,0.23,2.34,10.8,119.9,103.5
